4.39771e-06,4.14143e-06,3.9252e-06,3.78038e-06,3.60994e-06,3.49451e-06,3.35333e-06,3.24158e-06,3.16426e-06,3.1256e-06,3.09813e-06
4.07661e-06,3.84006e-06,3.64685e-06,3.51329e-06,3.33613e-06,3.22556e-06,3.09098e-06,3.0169e-06,2.91698e-06,2.88046e-06,2.84472e-06
3.79078e-06,3.56889e-06,3.38447e-06,3.26937e-06,3.10417e-06,3.01543e-06,2.8755e-06,2.78639e-06,2.71258e-06,2.67064e-06,2.62725e-06
3.5277e-06,3.32026e-06,3.16224e-06,3.0411e-06,2.89361e-06,2.79837e-06,2.67686e-06,2.60161e-06,2.51757e-06,2.46747e-06,2.42845e-06
3.30739e-06,3.11559e-06,2.9716e-06,2.8521e-06,2.71988e-06,2.62465e-06,2.51453e-06,2.43761e-06,2.35679e-06,2.30253e-06,2.26715e-06
3.11744e-06,2.93989e-06,2.80269e-06,2.69665e-06,2.56964e-06,2.46637e-06,2.37698e-06,2.29378e-06,2.22305e-06,2.16181e-06,2.12891e-06
2.93691e-06,2.77323e-06,2.65156e-06,2.53331e-06,2.42753e-06,2.33343e-06,2.243e-06,2.1644e-06,2.08455e-06,2.02997e-06,2.00214e-06
2.78055e-06,2.62858e-06,2.51559e-06,2.39946e-06,2.30198e-06,2.20989e-06,2.12649e-06,2.05031e-06,1.96988e-06,1.91697e-06,1.89164e-06
2.6398e-06,2.49803e-06,2.3923e-06,2.27928e-06,2.1872e-06,2.09824e-06,2.0201e-06,1.94776e-06,1.86727e-06,1.81628e-06,1.79233e-06
2.51353e-06,2.38084e-06,2.28083e-06,2.17169e-06,2.0831e-06,1.99791e-06,1.92323e-06,1.85443e-06,1.77617e-06,1.72656e-06,1.70317e-06
2.39751e-06,2.27274e-06,2.17731e-06,2.07219e-06,1.98582e-06,1.90599e-06,1.83352e-06,1.76988e-06,1.69248e-06,1.64509e-06,1.62115e-06
2.29297e-06,2.17499e-06,2.08356e-06,1.98258e-06,1.89836e-06,1.82235e-06,1.7526e-06,1.69317e-06,1.61701e-06,1.57219e-06,1.54814e-06
2.19527e-06,2.08441e-06,1.99625e-06,1.8989e-06,1.81622e-06,1.74571e-06,1.67644e-06,1.61915e-06,1.54794e-06,1.5036e-06,1.47771e-06
2.10665e-06,2.00194e-06,1.91606e-06,1.82349e-06,1.74176e-06,1.67572e-06,1.60761e-06,1.55218e-06,1.48449e-06,1.44115e-06,1.41477e-06
2.02526e-06,1.925e-06,1.84173e-06,1.75246e-06,1.6731e-06,1.60994e-06,1.54389e-06,1.48956e-06,1.42477e-06,1.38315e-06,1.35616e-06
1.94852e-06,1.85646e-06,1.77373e-06,1.68812e-06,1.61137e-06,1.55177e-06,1.487e-06,1.43237e-06,1.36958e-06,1.32896e-06,1.30417e-06
1.87916e-06,1.78991e-06,1.70681e-06,1.6305e-06,1.55335e-06,1.49378e-06,1.43326e-06,1.37715e-06,1.31875e-06,1.27902e-06,1.25392e-06
1.81112e-06,1.72581e-06,1.64892e-06,1.57073e-06,1.4975e-06,1.44002e-06,1.38057e-06,1.32819e-06,1.26862e-06,1.23297e-06,1.20648e-06
1.75136e-06,1.66825e-06,1.5958e-06,1.51881e-06,1.44699e-06,1.39105e-06,1.33331e-06,1.28302e-06,1.22389e-06,1.18839e-06,1.1627e-06
1.69411e-06,1.61393e-06,1.54273e-06,1.46969e-06,1.40035e-06,1.34486e-06,1.28876e-06,1.24053e-06,1.1809e-06,1.14732e-06,1.12408e-06
1.63933e-06,1.56136e-06,1.49454e-06,1.42282e-06,1.35478e-06,1.30056e-06,1.24636e-06,1.19797e-06,1.14086e-06,1.10831e-06,1.08442e-06
