0.0325682,0.0326857,0.0318304,0.0303403,0.0289755,0.0271329,0.02538,0.0232885,0.0211335,0.0193076,0.0169966
0.030259,0.0301402,0.0293202,0.0281418,0.0266595,0.0251778,0.0233785,0.0217739,0.0195468,0.0176799,0.0157423
0.0280663,0.0280474,0.0271503,0.0261693,0.0249855,0.0234109,0.0217632,0.0198696,0.0181061,0.0163743,0.0144047
0.0260306,0.0260497,0.0251802,0.0243376,0.022904,0.0216784,0.0201187,0.018579,0.0167232,0.0150461,0.0133232
0.0242622,0.0242741,0.0234893,0.0226658,0.0213837,0.0202233,0.0187189,0.0173014,0.0155523,0.0139761,0.0123582
0.0227789,0.0226933,0.0219943,0.0211832,0.0199562,0.0189336,0.0174854,0.0162285,0.0145166,0.0130254,0.0115268
0.0211957,0.0212531,0.0205635,0.019813,0.0187033,0.0177296,0.0163476,0.0151116,0.0135531,0.0121582,0.0107313
0.0199003,0.0199472,0.0192554,0.0186483,0.0174904,0.0166917,0.0152728,0.0142304,0.0126573,0.0114019,0.0100823
0.0186412,0.0187415,0.0181052,0.0174522,0.0164674,0.0156392,0.0143922,0.0132835,0.0119133,0.0106687,0.00941242
0.0175247,0.0176493,0.0170187,0.0164153,0.0155125,0.0147494,0.0135526,0.0124735,0.0112493,0.0100518,0.00883902
0.0165144,0.0165639,0.0160858,0.0154661,0.0147071,0.0138994,0.0128455,0.0118115,0.0105432,0.00939762,0.00837779
0.0155246,0.0157434,0.0153567,0.0145659,0.013859,0.0131984,0.0121037,0.0110369,0.0100336,0.00887673,0.00778848
0.0146321,0.0147849,0.0143284,0.0137566,0.013054,0.0123681,0.0113851,0.0104463,0.00941245,0.00840589,0.00737937
0.0139615,0.0139605,0.0135596,0.0130076,0.0123948,0.0116522,0.0108314,0.00999027,0.00890766,0.0078993,0.00697466
0.0131071,0.0132336,0.0128124,0.0123207,0.0116815,0.0111045,0.0102118,0.00937551,0.00841248,0.00749035,0.00660609
0.0125263,0.0124979,0.0121496,0.0116549,0.011154,0.0105145,0.00974513,0.00892446,0.0079979,0.00706625,0.00628478
0.0117172,0.0118948,0.0116565,0.0111515,0.0105725,0.0100844,0.00923038,0.00840255,0.00760592,0.00669572,0.00591651
0.011279,0.0112944,0.0109818,0.0105437,0.0099274,0.00948283,0.00877642,0.00802725,0.00717128,0.0064272,0.00560529
0.0106151,0.0105904,0.0103156,0.010029,0.00950418,0.00907667,0.00832338,0.0075862,0.00685475,0.00603439,0.00533863
0.0101506,0.0100657,0.00975628,0.00945832,0.00901772,0.00851323,0.0079329,0.00725784,0.00652142,0.00577706,0.00505441
0.00957881,0.00954418,0.00933268,0.00906685,0.00859009,0.00822399,0.00754829,0.0068773,0.00619794,0.00547539,0.00483022
0.00916022,0.00909109,0.00892958,0.00857182,0.00819241,0.00771909,0.00724147,0.00661149,0.00588295,0.00521853,0.00457078
0.00864953,0.00864983,0.00850641,0.00817065,0.00784522,0.0074509,0.00688259,0.00628194,0.00563874,0.00496036,0.00437641
0.00826461,0.0082871,0.00814165,0.00782513,0.00740639,0.0070561,0.00660157,0.00598853,0.00533733,0.00476103,0.00413938
0.00789187,0.0078467,0.00772483,0.00744417,0.00712864,0.00678155,0.00627607,0.0057132,0.00511123,0.00450394,0.00397124
0.00750728,0.00747098,0.00736139,0.00710879,0.00674117,0.0064542,0.00596612,0.00545764,0.00488804,0.00432785,0.00375102
0.00720424,0.0071154,0.00711698,0.00678952,0.00648643,0.0062159,0.00572628,0.00521181,0.00465943,0.00414594,0.00359913
0.00684316,0.00679688,0.00672973,0.00648025,0.0061685,0.00587451,0.00545139,0.00498179,0.00446265,0.0039709,0.00340122
0.00653699,0.00646082,0.00642778,0.00620148,0.00592323,0.0056718,0.00522681,0.00474391,0.00425795,0.00377361,0.00328402
0.00626625,0.00620404,0.00619034,0.00598723,0.00560911,0.00544789,0.00502333,0.00458577,0.00405673,0.00366502,0.00311513
0.00598936,0.00590865,0.00593775,0.00570287,0.00537837,0.00518223,0.00483914,0.00437581,0.00387875,0.00347781,0.00302045
0.00569237,0.00561116,0.00561328,0.00541618,0.00516703,0.004964,0.00460846,0.00419908,0.00372242,0.00333399,0.00286165
0.00544,0.00538471,0.00537688,0.00519975,0.00495167,0.00474482,0.00441463,0.00401291,0.00357284,0.00319459,0.00274787
0.0052408,0.00513829,0.00516395,0.00498543,0.00473949,0.00456596,0.00425323,0.00384537,0.00341829,0.00305807,0.00261514
0.00499189,0.00493036,0.00497934,0.00476945,0.00453842,0.00436142,0.00407005,0.00369545,0.00327726,0.00296489,0.00252291
0.00479249,0.00469485,0.00471857,0.00457649,0.00434529,0.00420686,0.00388533,0.00355588,0.00314964,0.00281629,0.00242141
0.00455778,0.00450843,0.00451591,0.00439354,0.00417589,0.00402831,0.00375559,0.00339293,0.00302968,0.00273112,0.00233542
0.00433801,0.0043119,0.00434073,0.00420113,0.00402688,0.00386659,0.00361256,0.00326022,0.0028992,0.0026157,0.00223209
0.00417457,0.00414153,0.00420793,0.00404535,0.00386439,0.00372674,0.0034607,0.00315686,0.00278402,0.00253924,0.00214524
0.00401017,0.00396535,0.00399785,0.00388269,0.00376078,0.00356095,0.00333082,0.00304399,0.00269884,0.00240977,0.00203683
0.00384465,0.00382123,0.00384293,0.00373631,0.00358719,0.00340442,0.00321561,0.0028981,0.00257764,0.00230384,0.00196954
0.00368152,0.00365828,0.00370169,0.00358555,0.00346251,0.00329647,0.00308568,0.0027979,0.00248195,0.00223977,0.00190594
0.00352559,0.00350252,0.00354951,0.00343442,0.00334178,0.00317667,0.00299059,0.00269078,0.00239845,0.00213757,0.00183753
0.00338375,0.00336835,0.00342425,0.00330791,0.00318996,0.0030464,0.00286166,0.00258877,0.00229648,0.00207049,0.00175673
0.00326769,0.00327876,0.00329448,0.00318125,0.00307118,0.00292456,0.00279449,0.00248587,0.00222378,0.00199594,0.00169379
0.00312313,0.0030974,0.00315804,0.00309569,0.00295575,0.00284706,0.00266623,0.00240921,0.00214869,0.0019162,0.00161175
0.00302943,0.00294239,0.00304622,0.00295186,0.0028475,0.00274085,0.00258713,0.00233733,0.00208312,0.00186256,0.00156955
0.00290176,0.00289053,0.00293069,0.00284048,0.00273342,0.00262063,0.0024931,0.00224025,0.00197355,0.00179882,0.00151637
0.00274187,0.00275024,0.00280368,0.00276244,0.00265241,0.00253507,0.00237808,0.00215353,0.00191962,0.00171301,0.00146924
0.00264302,0.00265557,0.0027097,0.00266504,0.00255381,0.00245516,0.00230435,0.00208483,0.00184698,0.00165427,0.0014081
0.00256144,0.00251686,0.00261118,0.00257334,0.00245274,0.00236117,0.00221209,0.00200927,0.00178609,0.00159621,0.00136228
0.0024851,0.00247939,0.00253513,0.00246841,0.0023936,0.00229863,0.00212969,0.00194432,0.0017295,0.00154572,0.0013013
0.00237149,0.00236435,0.00243193,0.00237053,0.00230128,0.00222137,0.00205686,0.00187415,0.00166793,0.00150172,0.00126082
0.00227718,0.0022845,0.00234743,0.00227997,0.00219795,0.00212105,0.00201821,0.00180814,0.00160195,0.00144805,0.00122832
0.002195,0.0021973,0.00224593,0.002211,0.00212526,0.00204027,0.00192838,0.00175151,0.00155501,0.00139472,0.00117921
0.00212875,0.00213427,0.00217256,0.00213213,0.00205701,0.00197313,0.00185877,0.00168946,0.00150906,0.00135634,0.00115152
0.002037,0.00204098,0.00208554,0.00205899,0.00198782,0.00190646,0.00180526,0.00162482,0.00145096,0.00129299,0.00109517
0.00195068,0.00197032,0.00202432,0.00197689,0.0019032,0.00184234,0.00175722,0.00158315,0.00139975,0.00125367,0.00106465
