9.607204468703047784e-01,9.462418629507477474e-01,9.175592325148678174e-01,8.694479705731829045e-01,7.929820488893439823e-01
1.001408866880596493e+00,9.878028050340128541e-01,9.567916439375473425e-01,8.968153505503733136e-01,7.997862639222518277e-01
9.612365774388419437e-01,9.551567395576616715e-01,9.397712515670119116e-01,9.014670576391741186e-01,8.231587769332722182e-01
9.761483508730000036e-01,9.620986933601103352e-01,9.321607761529777658e-01,8.779651567528142797e-01,7.911549571023257510e-01
9.026776863053461719e-01,9.043275605697318476e-01,9.044415179638793933e-01,8.868284595519944080e-01,8.268317894696950443e-01
9.993984648503405621e-01,9.809957815071606024e-01,9.430289906746950335e-01,8.779551339957375466e-01,7.803736191528759525e-01
9.722709627977142999e-01,9.598251557930387312e-01,9.346774209108925646e-01,8.903613432940585826e-01,8.161082382844782046e-01
9.878088019008208764e-01,9.730012627397461866e-01,9.415237524588788709e-01,8.848349230357157591e-01,7.959016083821435217e-01
1.028723679190962859e+00,1.018690450047411433e+00,9.960537117870904567e-01,9.495958490033228339e-01,8.659003407897161164e-01
9.350313049327589887e-01,9.360047161351381373e-01,9.312925599894622541e-01,9.006738786328180035e-01,8.214096608801175758e-01
1.013945371097300319e+00,9.949023367367650916e-01,9.569525305288204553e-01,8.942901034641839164e-01,8.016053624631657160e-01
9.748344034601333918e-01,9.598209673064664882e-01,9.275876528636246565e-01,8.689268337649338481e-01,7.778297777252034528e-01
9.706932516246457032e-01,9.574230898545684765e-01,9.300718582835373338e-01,8.811090225304796242e-01,8.015397066535459025e-01
8.845061093057537960e-01,8.889658565823580494e-01,8.925882448494526500e-01,8.766196174196101421e-01,8.154731045053849048e-01
9.504283635927139873e-01,9.492759554061390714e-01,9.401004762311856444e-01,9.037419719650703342e-01,8.193701654555208824e-01
9.844022907766970532e-01,9.673332662083263811e-01,9.309583546386751562e-01,8.665025459734529978e-01,7.708456901799369820e-01
9.597432290200188509e-01,9.463029805070667377e-01,9.186076272552602395e-01,8.692254755081388895e-01,7.891964057654423659e-01
1.018357436880603206e+00,1.006492764720514410e+00,9.784736396700133287e-01,9.200777914017728154e-01,8.192529907176134829e-01
1.032135972142721680e+00,1.011855311510388544e+00,9.729008903783659123e-01,9.127319264652834496e-01,8.250609061725203697e-01
8.713398570326009729e-01,8.556442692645407355e-01,8.247031463477447755e-01,7.740140205702861209e-01,7.001377972925962867e-01
9.619669761720025525e-01,9.524313059866164055e-01,9.279324302726663642e-01,8.748256917719550163e-01,7.835807845331431709e-01
9.363319163202529216e-01,9.378752674065403694e-01,9.376614072081015383e-01,9.213837026456046519e-01,8.681002930581879218e-01
9.637490246880103806e-01,9.530968156676680181e-01,9.314706034531927692e-01,8.907684026546555112e-01,8.179512099034155215e-01
1.004253101693851846e+00,9.910574094267212697e-01,9.615859357125170481e-01,9.047006562521664463e-01,8.111408164510007790e-01
9.182739182047683357e-01,9.182605392528927490e-01,9.161420054578210959e-01,8.993118393325824078e-01,8.456772696489422980e-01
1.033384508341062658e+00,1.008304356005916613e+00,9.595450481136547083e-01,8.843994332384228496e-01,7.827671440821666327e-01
9.548746875001313805e-01,9.496501967230180918e-01,9.373126836680225615e-01,9.069182101261293871e-01,8.407367327784232014e-01
9.770987596654884255e-01,9.605917964482842963e-01,9.246384975722138355e-01,8.626706617537968080e-01,7.741034265824187077e-01
9.679115135926041891e-01,9.590189383459630790e-01,9.406213638156164514e-01,9.032967352290871554e-01,8.305572080764173082e-01
9.805133718326589642e-01,9.679116967960610385e-01,9.412480756779982860e-01,8.908466316558785181e-01,8.062954807666317114e-01
9.866037782918098964e-01,9.682375907919965607e-01,9.318475810765594058e-01,8.727110961386215227e-01,7.869722423335920869e-01
9.493796552366373653e-01,9.347469612213997747e-01,9.055610544900086767e-01,8.551271512916335249e-01,7.756032120209525038e-01
9.950134390418330366e-01,9.678267238222579838e-01,9.172890446503282336e-01,8.462267280173958461e-01,7.574409353612377993e-01
1.026647692708620552e+00,1.005205345248040061e+00,9.620832906887297753e-01,8.921709342028345535e-01,7.932268675166084249e-01
1.017607798350946169e+00,9.989575450182891503e-01,9.587345921092966794e-01,8.874858448828346624e-01,7.821075156619781144e-01
9.906511389561375447e-01,9.637728762820259032e-01,9.123049156525830927e-01,8.363527061728014411e-01,7.399013277888131235e-01
9.825762557019674936e-01,9.627350070467481924e-01,9.224488710535209135e-01,8.565760530832401409e-01,7.634757352411094544e-01
9.290973454397021269e-01,9.180342270235315461e-01,8.968514876138206082e-01,8.592644293523632459e-01,7.927582883640589273e-01
9.342216844202677617e-01,9.251739244029070219e-01,9.060117337666721005e-01,8.685380963391948761e-01,8.004516410447710673e-01
9.686582834066477243e-01,9.539457266688962100e-01,9.234412235635592880e-01,8.694371661222254355e-01,7.832254628765767945e-01
9.688210903030175514e-01,9.531819336183130487e-01,9.204121075510769412e-01,8.625308392810308034e-01,7.724231042066929120e-01
9.372210229013019367e-01,9.311189419986148907e-01,9.160943796754899004e-01,8.805453001044853956e-01,8.089565341307710655e-01
1.026810525257620288e+00,1.007812027303552238e+00,9.695540775488051821e-01,9.070475010315552922e-01,8.157588618491296018e-01
9.615649166839961293e-01,9.442702910857774246e-01,9.094625096373398776e-01,8.518151551175149327e-01,7.671745659186541832e-01
9.415187414705157298e-01,9.364552619967803082e-01,9.227579051107934749e-01,8.868373115346026569e-01,8.119657261365736955e-01
9.506327441138723300e-01,9.424096196956902594e-01,9.236418195115260188e-01,8.833573443231014233e-01,8.075741262683454602e-01
1.014121011437748354e+00,9.949026246745569235e-01,9.548329842840926895e-01,8.872682717254108953e-01,7.882740031580836026e-01
9.843077268096864785e-01,9.695152985134734003e-01,9.390082782303932341e-01,8.848185886676176448e-01,8.000738979280720420e-01
9.897507037406151342e-01,9.755117716595701483e-01,9.463206163741794130e-01,8.948257516407318590e-01,8.119238775937513974e-01
9.728363555588842582e-01,9.559257775470585416e-01,9.233650165280328226e-01,8.716759539174442351e-01,7.941612742446390039e-01
9.375584011386525196e-01,9.313963766680034562e-01,9.176874664153177319e-01,8.873061485659963221e-01,8.249774471961619504e-01
9.583862257728765766e-01,9.464649519399636057e-01,9.221069503938521539e-01,8.769991789054270015e-01,7.987512011193319550e-01
9.247402588743118823e-01,9.133444595162497626e-01,8.901452216015460772e-01,8.481084040445178163e-01,7.774308204107225340e-01
9.934115661767741745e-01,9.794904647932960451e-01,9.524046121304369228e-01,9.073589207199904694e-01,8.333324945543000295e-01
9.656412259506382822e-01,9.588132413253785957e-01,9.418225354720520803e-01,9.015410966245217539e-01,8.212569982241700872e-01
9.777421959017943420e-01,9.656288887392406872e-01,9.410352677333987392e-01,8.966822119787095646e-01,8.216900092286437696e-01
1.001900756030017048e+00,9.898376291008591510e-01,9.630703999318753761e-01,9.104606747434073055e-01,8.207209427665210777e-01
1.013065220248708931e+00,1.001816966346150028e+00,9.767718516822583297e-01,9.265329152633063892e-01,8.394786121984439964e-01
1.023176523694398155e+00,1.011635590045243394e+00,9.864294643654467620e-01,9.367605133865778422e-01,8.502424074790230213e-01
9.816561720052316975e-01,9.680860286347060528e-01,9.396386969490764240e-01,8.879842087790592586e-01,8.037625154010764605e-01
9.783518871514300663e-01,9.628357632605872851e-01,9.321750715360174189e-01,8.807412166406688447e-01,7.995467781072874702e-01
9.774205204144342796e-01,9.629019864432154518e-01,9.323615169493971733e-01,8.769429411792565299e-01,7.890973657036136624e-01
9.614000888362614905e-01,9.501413187779051972e-01,9.285749567841918850e-01,8.919344210070059287e-01,8.283992412911954650e-01
9.275092911500170123e-01,9.094209822177732327e-01,8.751740553543304602e-01,8.224205138418975158e-01,7.482869513553105367e-01
9.786222903166952314e-01,9.672429574103676986e-01,9.437492465994140600e-01,9.000523601677218322e-01,8.235983646074150899e-01
