9.275232542988440798e-01,9.210751706276971706e-01,9.047171707969455801e-01,8.732412579351447324e-01,8.192858281458436087e-01
9.642584480916510659e-01,9.566130828207343173e-01,9.375417052057883893e-01,8.976404116680934964e-01,8.228204346806883285e-01
9.427623049298714530e-01,9.373298354404592247e-01,9.233675468710617062e-01,8.925234223725914129e-01,8.285522003252950851e-01
9.407046971789763123e-01,9.335935463104167997e-01,9.157520561115726210e-01,8.801411866271435791e-01,8.172993521698738162e-01
9.023649492609174816e-01,8.983409986099173405e-01,8.876092414194680646e-01,8.654391956138896003e-01,8.182007294826678656e-01
9.550010871532899071e-01,9.467235075122391041e-01,9.259233417526527843e-01,8.825226752214647696e-01,8.042521646267399849e-01
9.426757767176576763e-01,9.366716411270478160e-01,9.216219249317499917e-01,8.923591099515628677e-01,8.376674041363668666e-01
9.508622163848128306e-01,9.437334914824407894e-01,9.258003109903244487e-01,8.889480100564998155e-01,8.214815080783216539e-01
1.001265807969774269e+00,9.950491023069657492e-01,9.799246855119366773e-01,9.489548176542323965e-01,8.884620172356076928e-01
9.275263667602545725e-01,9.226139368242249894e-01,9.100355856393015364e-01,8.835610503549226058e-01,8.302188042914084853e-01
9.696330871418967767e-01,9.615733950479933290e-01,9.415920369046515415e-01,9.008964338207018363e-01,8.276285574500086284e-01
9.366920778346499166e-01,9.291051894331882055e-01,9.100581180977351803e-01,8.707710905103943633e-01,8.017464660177815450e-01
9.392072343826883829e-01,9.327857406303227128e-01,9.165683968851352503e-01,8.831163290419007383e-01,8.193819718512906913e-01
8.878317108622789666e-01,8.840761075460606966e-01,8.740139557333275189e-01,8.527740234636715932e-01,8.082348139010113730e-01
9.386969498550187252e-01,9.329510426153930780e-01,9.183416330740920008e-01,8.875737298207869719e-01,8.274498346323991838e-01
9.406910042324285737e-01,9.327433111089693529e-01,9.127819708358286821e-01,8.728746776738370849e-01,8.048717908301947777e-01
9.271417686041512063e-01,9.206292285796425778e-01,9.041369634769418351e-01,8.709606371395138824e-01,8.104987188211635329e-01
9.843710068431413829e-01,9.765718941154171162e-01,9.574328453163742925e-01,9.167577002581634993e-01,8.395593409005599472e-01
9.864524649168953108e-01,9.787292815811071689e-01,9.600956897242285404e-01,9.240705505639671413e-01,8.588672059683278848e-01
8.358424240214159529e-01,8.294999511923339952e-01,8.125513510802097050e-01,7.787705637904209777e-01,7.210528556365528585e-01
9.319686793160775196e-01,9.253156411655308888e-01,9.085733984445203415e-01,8.740367631105261381e-01,8.101138522277392395e-01
9.348359801683047143e-01,9.316760860101489516e-01,9.232979034409369845e-01,9.056351898910905973e-01,8.651236467820663245e-01
9.383065405088005795e-01,9.327066698154008462e-01,9.183064266872044135e-01,8.883973132482256840e-01,8.295305315091806575e-01
