5.49449e-06,5.4863e-06,5.57137e-06,5.57615e-06,5.65001e-06,5.73341e-06,5.80026e-06,5.84387e-06,5.92473e-06,5.98912e-06,6.01718e-06,6.04076e-06,6.07105e-06,6.11101e-06,6.07777e-06,6.08507e-06,6.06054e-06,6.04191e-06,5.99435e-06,5.98539e-06,5.98711e-06,6.01217e-06
5.05444e-06,5.07642e-06,5.13343e-06,5.1494e-06,5.22397e-06,5.31698e-06,5.36636e-06,5.42369e-06,5.51215e-06,5.54898e-06,5.58223e-06,5.60421e-06,5.63501e-06,5.6663e-06,5.64514e-06,5.63255e-06,5.62229e-06,5.59046e-06,5.53804e-06,5.53504e-06,5.53308e-06,5.54497e-06
4.68832e-06,4.69411e-06,4.75345e-06,4.78939e-06,4.87003e-06,4.93886e-06,4.99975e-06,5.04812e-06,5.1189e-06,5.18514e-06,5.20434e-06,5.22563e-06,5.25179e-06,5.28393e-06,5.23838e-06,5.23552e-06,5.22007e-06,5.19299e-06,5.14959e-06,5.12313e-06,5.12373e-06,5.12881e-06
4.32639e-06,4.34776e-06,4.39685e-06,4.43794e-06,4.51563e-06,4.58324e-06,4.64449e-06,4.69751e-06,4.76054e-06,4.82123e-06,4.8409e-06,4.8598e-06,4.88212e-06,4.90278e-06,4.87851e-06,4.87289e-06,4.86286e-06,4.82703e-06,4.77759e-06,4.75862e-06,4.7404e-06,4.74327e-06
4.03946e-06,4.06398e-06,4.10894e-06,4.15663e-06,4.23357e-06,4.2947e-06,4.35706e-06,4.41086e-06,4.46488e-06,4.52902e-06,4.54839e-06,4.56477e-06,4.58367e-06,4.60111e-06,4.58027e-06,4.57487e-06,4.55917e-06,4.52328e-06,4.47718e-06,4.45138e-06,4.43045e-06,4.42816e-06
3.79627e-06,3.82049e-06,3.86816e-06,3.9171e-06,3.99122e-06,4.05556e-06,4.11077e-06,4.16799e-06,4.21176e-06,4.28017e-06,4.29476e-06,4.31337e-06,4.32962e-06,4.33493e-06,4.32476e-06,4.31511e-06,4.29283e-06,4.26545e-06,4.22409e-06,4.18649e-06,4.16687e-06,4.16017e-06
3.56074e-06,3.59013e-06,3.63352e-06,3.68621e-06,3.75791e-06,3.81096e-06,3.87518e-06,3.92718e-06,3.96796e-06,4.03395e-06,4.05565e-06,4.07057e-06,4.08419e-06,4.09459e-06,4.08232e-06,4.07295e-06,4.04862e-06,4.01289e-06,3.97419e-06,3.93947e-06,3.91445e-06,3.90445e-06
3.3597e-06,3.39111e-06,3.43466e-06,3.48756e-06,3.55486e-06,3.60663e-06,3.67021e-06,3.72023e-06,3.75807e-06,3.82214e-06,3.84563e-06,3.86082e-06,3.87284e-06,3.87977e-06,3.87106e-06,3.85767e-06,3.83232e-06,3.79716e-06,3.76095e-06,3.72483e-06,3.69723e-06,3.68439e-06
3.17911e-06,3.21153e-06,3.25542e-06,3.30736e-06,3.37009e-06,3.42154e-06,3.48346e-06,3.5314e-06,3.56815e-06,3.62926e-06,3.654e-06,3.6698e-06,3.68067e-06,3.68467e-06,3.67875e-06,3.66107e-06,3.63613e-06,3.60211e-06,3.56737e-06,3.5311e-06,3.50024e-06,3.48583e-06
3.01772e-06,3.05082e-06,3.09528e-06,3.14495e-06,3.2035e-06,3.25544e-06,3.31366e-06,3.36098e-06,3.39768e-06,3.45533e-06,3.48155e-06,3.49711e-06,3.50835e-06,3.51139e-06,3.50489e-06,3.48333e-06,3.4593e-06,3.42702e-06,3.39377e-06,3.35752e-06,3.32117e-06,3.30807e-06
