# xi3
# underflow	  17338.605    	  14.709228    
# overflow	  0.0000000    	  0.0000000    
# sum	  20414.608    	  20.325453    
# xmin	xmax	cross	numerror	pdfsymm	pdfplus	pdfminus
  1034.0000    	  1035.0000    	  7.1790247    	 0.86450542    	 0.59895125    	 0.59085744    	 0.64848623    	
  1035.0000    	  1036.0000    	  8.1792579    	 0.82770388    	 0.67291488    	 0.66693554    	 0.72482738    	
  1036.0000    	  1037.0000    	  7.7868648    	 0.79061863    	 0.60525441    	 0.60228876    	 0.65029356    	
  1037.0000    	  1038.0000    	  7.7048224    	 0.73724449    	 0.61641181    	 0.61365127    	 0.66089468    	
  1038.0000    	  1039.0000    	  6.0251481    	 0.70225115    	 0.48741210    	 0.49215964    	 0.51205623    	
  1039.0000    	  1040.0000    	  6.2009284    	 0.72020243    	 0.45037241    	 0.46609451    	 0.45995866    	
  1040.0000    	  1041.0000    	  4.9209172    	 0.61507970    	 0.35284082    	 0.36514264    	 0.35994420    	
  1041.0000    	  1042.0000    	  5.2640536    	 0.62321848    	 0.38335489    	 0.40007520    	 0.38762760    	
  1042.0000    	  1043.0000    	  4.9207753    	 0.57065837    	 0.34125593    	 0.36399063    	 0.33581270    	
  1043.0000    	  1044.0000    	  3.9638899    	 0.57883863    	 0.27331749    	 0.29328776    	 0.26622291    	
  1044.0000    	  1045.0000    	  4.1283419    	 0.50860812    	 0.28393044    	 0.31745050    	 0.26182546    	
  1045.0000    	  1046.0000    	  6.6776965    	 0.84301295    	 0.53892922    	 0.53185723    	 0.58606123    	
  1046.0000    	  1047.0000    	  7.4969672    	 0.76663563    	 0.61431790    	 0.61014949    	 0.65976816    	
  1047.0000    	  1048.0000    	  6.9956758    	 0.72362695    	 0.57384327    	 0.57095354    	 0.61454367    	
  1048.0000    	  1049.0000    	  6.9525246    	 0.90690335    	 0.54107340    	 0.53989979    	 0.58059820    	
  1049.0000    	  1050.0000    	  8.2356018    	 0.69246851    	 0.65653422    	 0.66563853    	 0.68732817    	
  1050.0000    	  1051.0000    	  5.2662930    	 0.72657339    	 0.41083030    	 0.41922507    	 0.42728805    	
  1051.0000    	  1052.0000    	  6.4642814    	 0.60306156    	 0.49161644    	 0.50855213    	 0.50178449    	
  1052.0000    	  1053.0000    	  6.1364619    	 0.59069584    	 0.44283258    	 0.47216314    	 0.43383898    	
